지점,지점명,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
108,서울,2023-05-12,13.1,24.7,,1.8,50.9
108,서울,2023-05-13,12.6,23.9,0,2,62
108,서울,2023-05-14,12.9,23.8,,2,56.5
108,서울,2023-05-15,12.8,27.9,,2.4,54.6
108,서울,2023-05-16,17.2,31.2,,2.5,51.9
108,서울,2023-05-17,18.6,28.7,,3.4,63.6
108,서울,2023-05-18,18.8,27.6,1.3,2.1,74.8
108,서울,2023-05-19,16.7,27.8,,2.3,61.4
108,서울,2023-05-20,16.6,26.7,,3,66.9
108,서울,2023-05-21,15.3,21.9,.2,3,74
108,서울,2023-05-22,15.9,26.8,0,1.9,61.3
108,서울,2023-05-23,14.1,26.9,,2.2,48
108,서울,2023-05-24,14.8,25.9,,2,49.8
108,서울,2023-05-25,15.7,27.4,0,2.4,46.6
108,서울,2023-05-26,15.8,27.3,.5,2.1,57.4
108,서울,2023-05-27,18.6,20.7,31.8,1.7,87.4
108,서울,2023-05-28,18.4,20.2,41.8,1.8,98.9
108,서울,2023-05-29,19,28.5,2.3,1.6,83.4
108,서울,2023-05-30,20.5,28.9,,2.2,69.5
108,서울,2023-05-31,18.8,28.2,,2.5,60.8
108,서울,2023-06-01,19.7,26.3,,1.9,66.9
108,서울,2023-06-02,17.9,25,0,2.3,77.4
108,서울,2023-06-03,16.6,27.8,,2.7,60.1
108,서울,2023-06-04,16.9,28,,2.4,61
108,서울,2023-06-05,17.6,26.3,,2.6,66.9
108,서울,2023-06-06,17.3,25.2,0,2.6,72.9
108,서울,2023-06-07,18.9,25.7,0,2.1,75.3
108,서울,2023-06-08,18.3,23.9,1.9,2.4,80.5
108,서울,2023-06-09,18.3,28.4,1.2,2,64
108,서울,2023-06-10,19.6,28.5,.8,2.3,70
108,서울,2023-06-11,17.9,27.3,32.2,2.2,76.1
108,서울,2023-06-12,18.4,27.5,0,1.7,70.5
108,서울,2023-06-13,19.2,26,0,2.2,70
108,서울,2023-06-14,17.5,25,30.6,1.5,80.3
108,서울,2023-06-15,17.7,28.3,,2.1,70.8
108,서울,2023-06-16,19.1,28.9,,2.1,64.4
108,서울,2023-06-17,18.9,30.2,,2,57.1
108,서울,2023-06-18,20.8,32.6,,2,60.5
108,서울,2023-06-19,23.3,34,,2.2,57.8
108,서울,2023-06-20,21.4,26.4,6.4,1.9,64.5
108,서울,2023-06-21,19.2,22.1,24.9,2.1,92.6
108,서울,2023-06-22,18.9,26.4,0,2.2,77.1
108,서울,2023-06-23,20,29.9,,1.5,76.6
108,서울,2023-06-24,21.9,31.1,,2,70.5
108,서울,2023-06-25,22.8,33.1,,2.1,64.9
108,서울,2023-06-26,22.3,27.5,30.3,2.9,88.6
108,서울,2023-06-27,21.4,29.1,2.5,3.2,73.1
108,서울,2023-06-28,24.2,30.1,0,2.5,77.4
108,서울,2023-06-29,23.2,25.9,63.8,2.3,95.4
108,서울,2023-06-30,23.2,29.1,1,1.8,89.8
108,서울,2023-07-01,23.3,32.9,,2,76.9
108,서울,2023-07-02,23.5,30.6,,1.9,79.5
108,서울,2023-07-03,24.1,34.9,,1.8,72
108,서울,2023-07-04,24.5,29.2,61.8,2.3,86.8
108,서울,2023-07-05,22.1,27.1,15.3,3.7,82.6
108,서울,2023-07-06,22.4,31.8,,2.7,70.9
108,서울,2023-07-07,23.3,31.4,,2.3,64.9
108,서울,2023-07-08,22.4,29.7,,2.2,76.5
108,서울,2023-07-09,21.6,27,47.5,2,86.4
108,서울,2023-07-10,22.9,30.9,11.5,2.3,80.4
108,서울,2023-07-11,21.6,25.9,58.3,1.9,92.4
108,서울,2023-07-12,22,29.1,.7,1.5,86.4
108,서울,2023-07-13,24.7,26.5,91.6,1.6,95
108,서울,2023-07-14,23.9,25.1,72.7,2.9,99.1
108,서울,2023-07-15,23.7,25.7,2.3,3,93.5
108,서울,2023-07-16,23.7,25.4,9.7,2.3,89.5
108,서울,2023-07-17,23.7,27.8,1.4,1.7,86.1
108,서울,2023-07-18,24.1,27.7,2.3,1.4,87.9
108,서울,2023-07-19,22.5,32.4,,1.7,78.8
108,서울,2023-07-20,24,32.8,,1.8,74
108,서울,2023-07-21,24.6,34.3,,1.8,69.6
108,서울,2023-07-22,24.6,32.5,12.3,2.6,73.9
108,서울,2023-07-23,24.5,25.8,40.2,2.1,94.3
108,서울,2023-07-24,24.6,30,.4,2,83.1
108,서울,2023-07-25,25.8,30.5,5.6,2.7,80.5
108,서울,2023-07-26,24.9,31.1,1,2.2,80.9
108,서울,2023-07-27,24.4,32.2,0,1.9,78.1
108,서울,2023-07-28,25.4,34.1,,2.1,72.4
108,서울,2023-07-29,26.1,33.3,,2,72.1
108,서울,2023-07-30,24.9,34.9,25,1.9,72.5
108,서울,2023-07-31,25.6,33.4,.3,1.7,76.3
108,서울,2023-08-01,25.5,34.2,,1.9,71.6
108,서울,2023-08-02,26.8,33.7,,2.1,67.8
108,서울,2023-08-03,25.8,33.8,,2.1,67
108,서울,2023-08-04,26.5,34.4,,1.9,67.6
108,서울,2023-08-05,26.4,34.9,,2,69
108,서울,2023-08-06,27,33,4.9,1.7,76.5
108,서울,2023-08-07,27.3,34.6,,2.7,68.4
108,서울,2023-08-08,26.4,35.8,,2.9,60.5
108,서울,2023-08-09,25.1,31.6,.2,3.2,67.6
108,서울,2023-08-10,20.9,25.1,86.1,3.7,91.9
108,서울,2023-08-11,21.6,24.9,46.7,2.3,93.1
108,서울,2023-08-12,22.5,24.1,1.5,1.9,91
108,서울,2023-08-13,22.6,31.1,,1.7,76.9
108,서울,2023-08-14,24.8,31.9,,1.6,75.4
108,서울,2023-08-15,24.7,32.7,,2.3,71.4
108,서울,2023-08-16,24.7,31.6,.3,2.1,72
108,서울,2023-08-17,24.5,32.4,,1.7,73
108,서울,2023-08-18,25.5,33.3,.1,1.9,72.1
108,서울,2023-08-19,26.4,33.6,,1.9,68.9
108,서울,2023-08-20,25.5,31.8,0,1.6,71.8
108,서울,2023-08-21,26,33.6,0,2.4,69.8
108,서울,2023-08-22,25.8,32.2,42.6,2.4,80.3
108,서울,2023-08-23,23.2,27.2,41.8,2.2,91.3
108,서울,2023-08-24,22.3,27.8,5.2,2.8,84.8
108,서울,2023-08-25,24,30,0,2.6,77.9
108,서울,2023-08-26,23.3,30.3,,1.8,72.3
108,서울,2023-08-27,22.7,29.6,0,1.8,75
108,서울,2023-08-28,20.8,25.6,10.4,3.3,87.5
108,서울,2023-08-29,22.5,25.5,54.8,2.1,89.6
108,서울,2023-08-30,21.5,24.5,3.5,1.1,88
108,서울,2023-08-31,21,28.9,,1.3,76.9
108,서울,2023-09-01,19.7,29.6,,2,70.6
108,서울,2023-09-02,19.7,30.8,,1.6,63.9
108,서울,2023-09-03,23.1,28.8,.1,2.2,77.8
108,서울,2023-09-04,24.3,30.2,.3,1.8,79.9
108,서울,2023-09-05,25,32.8,0,1.8,69.5
108,서울,2023-09-06,24,32.1,,2.4,65.1
108,서울,2023-09-07,20.9,31.6,,2.5,54.8
108,서울,2023-09-08,19.6,30.5,,2.3,60.3
108,서울,2023-09-09,20.8,31.2,,1.8,66.3
108,서울,2023-09-10,22,29.6,,1.6,68.1
108,서울,2023-09-11,23.1,29.8,,1.9,67.3
108,서울,2023-09-12,21.7,29.8,,1.5,69.8
108,서울,2023-09-13,19.6,24.6,15.9,1.8,84.5
108,서울,2023-09-14,19.2,27.2,,2.4,72.4
108,서울,2023-09-15,20.3,24.3,2.1,2.6,82.3
108,서울,2023-09-16,22,26.6,38.7,1.7,87.8
108,서울,2023-09-17,22,28,3,1.4,84.8
108,서울,2023-09-18,22.1,28.9,,1.9,79.1
108,서울,2023-09-19,21.6,27.2,,1.6,81.1
108,서울,2023-09-20,18.8,23.9,35.8,2.7,90.4
108,서울,2023-09-21,17.5,23.6,0,2.3,70.9
108,서울,2023-09-22,15.2,26.7,,1.7,68.4
108,서울,2023-09-23,16.3,27.6,,2.5,63.9
108,서울,2023-09-24,17.9,26.2,,2.9,56.4
108,서울,2023-09-25,17.9,26,1.9,2.3,66.4
108,서울,2023-09-26,18.6,20.8,27.8,2.4,95.8
108,서울,2023-09-27,20,23.7,4.4,1.8,90.1
108,서울,2023-09-28,19.6,27.3,,2,78.3
108,서울,2023-09-29,17.4,26.9,,1.4,61.5
108,서울,2023-09-30,17.1,22.2,4.5,2.2,77
108,서울,2023-10-01,14.4,23.7,,2.4,59.5
108,서울,2023-10-02,12.9,24.6,,1.7,53.8
108,서울,2023-10-03,14.4,22.5,,1.7,66.3
108,서울,2023-10-04,14.2,23.2,14.7,2.1,75.5
108,서울,2023-10-05,9.9,19.2,,2.6,46.1
108,서울,2023-10-06,9.6,21.5,,1.6,55.3
108,서울,2023-10-07,11.7,21.2,,2.1,62.6
108,서울,2023-10-08,15.2,19.5,0,2.5,67.1
108,서울,2023-10-09,14.1,22.4,1.2,1.9,68.1
108,서울,2023-10-10,11.9,23.5,,1.6,67.1
108,서울,2023-10-11,12.9,24,,1.7,57.5
108,서울,2023-10-12,12,24.1,,1.5,62.4
108,서울,2023-10-13,14.3,21.5,,1.5,69.6
108,서울,2023-10-14,12.9,18.2,5.8,1.4,84.9
108,서울,2023-10-15,10.9,21.2,,2,80
108,서울,2023-10-16,10.7,19.6,,2.4,57
108,서울,2023-10-17,7.5,20.9,,1.6,55.6
108,서울,2023-10-18,9.2,21.6,,2.1,67
108,서울,2023-10-19,14.9,18.9,8.2,1.5,82.5
108,서울,2023-10-20,7.2,15.1,,3.2,46.9
108,서울,2023-10-21,5.9,16.6,1.1,2.3,54.8
108,서울,2023-10-22,5.4,18.7,,1.7,67.3
108,서울,2023-10-23,11.1,21.4,,1.7,73.8
108,서울,2023-10-24,11.2,19.3,,1.7,78.5
108,서울,2023-10-25,12.7,21.9,,1.4,78.6
108,서울,2023-10-26,14.6,21.1,0,2.1,79.4
108,서울,2023-10-27,12.6,20.2,,1.9,71.1
108,서울,2023-10-28,9.4,20.7,,1.4,62.9
108,서울,2023-10-29,9.8,21.8,,1.7,61.6
108,서울,2023-10-30,9.7,21.9,,1.7,72
108,서울,2023-10-31,12.7,20.8,,1.8,76
